time,building,meter,avgVoltage,currentA,currentB,currentC,powerA,powerB,powerC
2022-08-17 14:15:00,NAG,NAG02,,,,,(71.27272727272727-27.63636363636364j),(76.27272727272727-31.09090909090909j),(72-32.45454545454545j)
2022-08-17 14:20:00,NAG,NAG02,,,,,(66-28j),(70.84615384615384-31.76923076923077j),(66.76923076923077-32.61538461538461j)
2022-08-17 14:25:00,NAG,NAG02,,,,,(56.083333333333336-25.916666666666668j),(60.66666666666666-28.916666666666668j),(57.41666666666666-30.166666666666668j)
2022-08-17 14:30:00,NAG,NAG02,,,,,(55.07692307692308-25.692307692307693j),(59.38461538461539-28.23076923076923j),(56.61538461538461-29.615384615384617j)
2022-08-17 14:35:00,NAG,NAG02,,,,,(59.90909090909091-27.181818181818183j),(64.36363636363636-30.454545454545453j),(60.90909090909091-31.545454545454547j)
2022-08-17 14:40:00,NAG,NAG02,,,,,(62.84615384615385-27.692307692307693j),(67.3076923076923-30.923076923076923j),(63.69230769230769-32.07692307692308j)
2022-08-17 14:45:00,NAG,NAG02,,,,,(63.083333333333336-27.5j),(67.91666666666667-31j),(63.91666666666666-32.083333333333336j)
2022-08-17 14:50:00,NAG,NAG02,,,,,(63.84615384615385-28.23076923076923j),(69.15384615384616-31.615384615384617j),(64.76923076923077-33.07692307692308j)
2022-08-17 14:55:00,NAG,NAG02,,,,,(58.66666666666666-26.416666666666668j),(63.25-29.75j),(59.91666666666666-30.916666666666668j)
2022-08-17 15:00:00,NAG,NAG02,,,,,(55.785714285714285-25.928571428571427j),(59.71428571428572-28.785714285714285j),(57-30.071428571428573j)
2022-08-17 15:05:00,NAG,NAG02,,,,,(55.9-26.3j),(60.3-29j),(56.9-30.4j)
2022-08-17 15:10:00,NAG,NAG02,,,,,(61.375-27.625j),(66.125-30.9375j),(62.4375-32.25j)
2022-08-17 15:15:00,NAG,NAG02,,,,,(62.16666666666666-27.25j),(66.5-30.83333333333333j),(62.583333333333336-31.83333333333333j)
2022-08-17 15:20:00,NAG,NAG02,,,,,(63.6-27.33333333333333j),(68.06666666666666-30.8j),(64.13333333333334-31.8j)
2022-08-17 15:25:00,NAG,NAG02,,,,,(63.07692307692308-25.846153846153847j),(67.23076923076923-29.15384615384616j),(63.61538461538461-30.15384615384616j)
2022-08-17 15:30:00,NAG,NAG02,,,,,(58.42857142857143-26.357142857142858j),(62.642857142857146-29.285714285714285j),(59.57142857142857-30.857142857142858j)
2022-08-17 15:35:00,NAG,NAG02,,,,,(54.41666666666666-26.416666666666668j),(58.583333333333336-29.08333333333333j),(55.5-30.58333333333333j)
2022-08-17 15:40:00,NAG,NAG02,,,,,(58.42857142857143-27.142857142857142j),(62.42857142857143-30.428571428571427j),(59.142857142857146-31.428571428571427j)
2022-08-17 15:45:00,NAG,NAG02,,,,,(60.2-27.8j),(64.6-31j),(61.1-32j)
2022-08-17 15:50:00,NAG,NAG02,,,,,(61.7-28.2j),(66.2-31.4j),(62.3-32.5j)
2022-08-17 15:55:00,NAG,NAG02,,,,,(62.388888888888886-28.11111111111111j),(66.83333333333333-31.166666666666668j),(63-32.22222222222222j)
2022-08-17 16:00:00,NAG,NAG02,,,,,(61.285714285714285-27.642857142857142j),(66.42857142857143-31.071428571428573j),(62.21428571428572-32.42857142857143j)
2022-08-17 16:05:00,NAG,NAG02,,,,,(55.22222222222222-26.33333333333333j),(60-29.22222222222222j),(56.44444444444444-30.55555555555556j)
2022-08-17 16:10:00,NAG,NAG02,,,,,(53.76923076923077-25.615384615384617j),(58.07692307692308-28.46153846153846j),(54.84615384615385-30.15384615384616j)
2022-08-17 16:15:00,NAG,NAG02,,,,,(63.06666666666667-26.4j),(67.2-29.53333333333333j),(63.46666666666667-30.466666666666665j)
2022-08-17 16:20:00,NAG,NAG02,,,,,(67.35714285714286-28.357142857142858j),(71.57142857142857-32.142857142857146j),(67.57142857142857-32.92857142857143j)
2022-08-17 16:25:00,NAG,NAG02,,,,,(59.41666666666666-27.166666666666668j),(63.583333333333336-30.33333333333333j),(60-31.25j)
