time,building,meter,avgVoltage,currentA,currentB,currentC,powerA,powerB,powerC
2022-08-12 14:40:00,NBN,NBN01,,,,,(69.13333333333334+43.73333333333333j),(64.06666666666666+49.266666666666666j),(194.06666666666663+138.2j)
2022-08-12 14:45:00,NBN,NBN01,,,,,(69.86666666666666+43.53333333333333j),(62.93333333333333+49j),(194+136.73333333333332j)
2022-08-12 14:50:00,NBN,NBN01,,,,,(67.53333333333333+42.4j),(61.6+48.06666666666667j),(188.13333333333333+134.2j)
2022-08-12 14:55:00,NBN,NBN01,,,,,(67.86666666666666+43.266666666666666j),(63.86666666666667+48.333333333333336j),(192.3333333333333+136.6j)
2022-08-12 15:00:00,NBN,NBN01,,,,,(68.46666666666667+42.93333333333333j),(62.73333333333333+48.2j),(191.13333333333333+135.2j)
2022-08-12 15:05:00,NBN,NBN01,,,,,(67.73333333333333+42.8j),(62.53333333333333+47.73333333333333j),(190.13333333333333+134.53333333333333j)
2022-08-12 15:10:00,NBN,NBN01,,,,,(66.53333333333333+42j),(61.53333333333333+47.2j),(186.53333333333333+133.06666666666666j)
2022-08-12 15:15:00,NBN,NBN01,,,,,(65.6+41.73333333333333j),(59.73333333333333+47.46666666666667j),(182.3333333333333+132.46666666666667j)
2022-08-12 15:20:00,NBN,NBN01,,,,,(68.93333333333334+44.13333333333333j),(62.93333333333333+50.333333333333336j),(191.66666666666663+140.33333333333334j)
2022-08-12 15:25:00,NBN,NBN01,,,,,(72.06666666666666+46.13333333333333j),(65.86666666666666+51.66666666666666j),(201.2+144.66666666666666j)
2022-08-12 15:30:00,NBN,NBN01,,,,,(68.6+42.86666666666667j),(62.06666666666667+49.53333333333333j),(189.2+137.13333333333333j)
2022-08-12 15:35:00,NBN,NBN01,,,,,(65.6+40.6j),(59.2+47.73333333333333j),(180.2+130.4j)
2022-08-12 15:40:00,NBN,NBN01,,,,,(66.93333333333334+41.6j),(61+48.2j),(185+133.26666666666668j)
2022-08-12 15:45:00,NBN,NBN01,,,,,(66.06666666666666+40.6j),(59.6+47.333333333333336j),(181.9333333333333+130.33333333333334j)
2022-08-12 15:50:00,NBN,NBN01,,,,,(65.06666666666666+40.66666666666666j),(59.06666666666667+46.86666666666667j),(179.93333333333334+129.8j)
2022-08-12 15:55:00,NBN,NBN01,,,,,(63.8+39.333333333333336j),(58.13333333333333+46.333333333333336j),(176.26666666666668+127.4j)
2022-08-12 16:00:00,NBN,NBN01,,,,,(66.26666666666667+41.13333333333333j),(59.8+47.333333333333336j),(182.46666666666667+130.4j)
2022-08-12 16:05:00,NBN,NBN01,,,,,(66.13333333333334+41.2j),(60.66666666666666+47.6j),(183.46666666666667+131.6j)
2022-08-12 16:10:00,NBN,NBN01,,,,,(64.93333333333334+39.66666666666666j),(59.6+46.8j),(179+128.2j)
2022-08-12 16:15:00,NBN,NBN01,,,,,(63.333333333333336+38.53333333333333j),(58.2+45.86666666666667j),(174.46666666666667+125.33333333333331j)
2022-08-12 16:20:00,NBN,NBN01,,,,,(66.73333333333333+41.46666666666667j),(61+48.8j),(183.26666666666668+132.8j)
2022-08-12 16:25:00,NBN,NBN01,,,,,(63.8+38.46666666666667j),(57.13333333333333+45.66666666666666j),(173.53333333333333+123.2j)
2022-08-12 16:30:00,NBN,NBN01,,,,,(63.46666666666667+38.8j),(58.6+46.8j),(175+127.2j)
2022-08-12 16:35:00,NBN,NBN01,,,,,(64+39.2j),(58.93333333333333+47j),(175.86666666666667+127.73333333333332j)
